[2025-05-09 19:44:31.775020] IP | 127.0.0.1 -> 127.0.0.53
[2025-05-15 13:46:17.607511+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607513+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607516+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607519+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607521+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607524+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607526+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:17.607529+00:00] LOGIN_FAIL | 192.168.1.45 -> login attempt failed
[2025-05-15 13:46:42.207506+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207527+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207532+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207535+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207538+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207540+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207544+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207547+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207550+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207553+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207556+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207559+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207561+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207564+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
[2025-05-15 13:46:42.207567+00:00] LOGIN_FAIL | 192.168.1.106 -> login attempt failed
